company_code,order_number,employee,product,product_category,client,city,sale_date_time,product_cost,discount_amount,amount,total,form_of_payment,date,basket_id
39000,1475,Terri Tran,Gasoline,Fuel,Sonia Mendez,Ruwell,2017-03-31 12:57:00,3.043,0.0,41.24,146.36,Extended payment plan/ In installments,20170331,1475ruwell20170331
39000,1474,Ora Hall,Lubricant,Lubricant,Customer not informed,No City,2017-03-31 12:57:00,10.435,0.0,1.0,18.0,Money,20170331,1474no city20170331
39000,1476,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:58:00,3.043,0.0,28.177,100.0,Credit Card,20170331,1476no city20170331
39000,1478,Lance West,Special Gasoline,Fuel,Toby Watts,Iwreridge,2017-03-31 13:00:00,3.05,0.0,36.909,130.99,Debit Card,20170331,1478iwreridge20170331
39000,1479,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:01:00,3.05,0.0,8.454,30.0,Money,20170331,1479no city20170331
39000,1480,Terri Tran,Diesel Auto Clean,Fuel,Mandy Lloyd,Agririe,2017-03-31 13:01:00,2.56,0.0,27.892,80.02,Money,20170331,1480agririe20170331
39000,1482,Curtis Newman,Diesel Auto Clean,Fuel,Pearl Ramsey,Wadena,2017-03-31 13:02:00,2.56,0.0,273.381,784.33,Extended payment plan/ In installments,20170331,1482wadena20170331
39000,1481,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:02:00,3.05,0.0,5.636,20.0,Money,20170331,1481no city20170331
39000,1484,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:04:00,3.043,0.0,10.75,38.15,Debit Card,20170331,1484no city20170331
39000,1488,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:05:00,3.043,0.0,45.288999999999994,160.73,Credit Card,20170331,1488no city20170331
39000,1491,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:08:00,3.05,0.0,22.541999999999998,80.0,Credit Card,20170331,1491no city20170331
39000,1492,Curtis Newman,Ethanol,Fuel,Customer not informed,No City,2017-03-31 13:11:00,2.938,0.0,43.568999999999996,135.02,Pre-paid check / Pre- date check,20170331,1492no city20170331
39000,1492,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:11:00,3.05,0.0,0.37,1.31,Pre-paid check / Pre- date check,20170331,1492no city20170331
39000,1494,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:12:00,3.05,0.0,8.454,30.0,Debit Card,20170331,1494no city20170331
39000,1496,Rodney Patton,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:13:00,3.05,0.0,38.89,138.02,Debit Card,20170331,1496no city20170331
39000,1495,Terri Tran,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:13:00,2.51,0.0,53.591,150.0,Credit Card,20170331,1495no city20170331
39000,1498,Devin Copeland,Ethanol,Fuel,Customer not informed,No City,2017-03-31 13:14:00,2.938,0.0,12.908,40.0,Debit Card,20170331,1498no city20170331
39000,1498,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:14:00,3.05,0.0,5.636,20.0,Debit Card,20170331,1498no city20170331
39000,1499,Curtis Newman,Gasoline,Fuel,Christina Francis,Agririe,2017-03-31 13:16:00,3.043,0.0,37.45,135.01,Credit Card,20170331,1499agririe20170331
39000,1500,Lance West,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 13:17:00,2.56,0.0,47.052,134.99,Pre-paid check / Pre- date check,20170331,1500no city20170331
39000,1504,Devin Copeland,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:19:00,3.043,0.0,2.37,8.41,Money,20170331,1504no city20170331
39000,1505,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:20:00,3.05,0.0,26.709,94.79,Debit Card,20170331,1505no city20170331
39000,1506,Terri Tran,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:20:00,3.043,0.0,14.089,50.0,Credit Card,20170331,1506no city20170331
39000,1509,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:21:00,3.05,0.0,2.818,10.0,Money,20170331,1509no city20170331
39000,1509,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:21:00,3.05,0.0,5.636,20.0,Money,20170331,1509no city20170331
39000,1508,Guy Rivera,Ethanol,Fuel,Customer not informed,No City,2017-03-31 13:21:00,2.938,0.0,57.132,177.05,Debit Card,20170331,1508no city20170331
39000,1510,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:22:00,3.05,0.0,5.636,20.0,Money,20170331,1510no city20170331
39000,1510,Curtis Newman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:22:00,2.51,0.0,71.455,200.0,Money,20170331,1510no city20170331
39000,1510,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:22:00,3.043,0.0,14.089,50.0,Money,20170331,1510no city20170331
39000,1510,Curtis Newman,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:22:00,3.043,0.0,28.177,100.0,Money,20170331,1510no city20170331
39000,1510,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:22:00,3.05,0.0,14.089,50.0,Money,20170331,1510no city20170331
39000,1511,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:23:00,3.05,0.0,45.081,159.99,Credit Card,20170331,1511no city20170331
39000,1512,Brandon Martin,Gasoline,Fuel,Jasmine Holloway,Wadena,2017-03-31 13:23:00,3.043,0.0,35.23,127.0,Credit Card,20170331,1512wadena20170331
39000,1513,Terri Tran,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:24:00,2.51,0.0,10.719000000000001,30.0,Money,20170331,1513no city20170331
39000,1513,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:24:00,3.05,0.0,28.177,100.0,Money,20170331,1513no city20170331
39000,1513,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:24:00,3.05,0.0,5.636,20.0,Money,20170331,1513no city20170331
39000,1513,Terri Tran,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:24:00,2.51,0.0,14.290999999999999,40.0,Money,20170331,1513no city20170331
39000,1515,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:25:00,3.05,0.0,14.089,50.0,Money,20170331,1515no city20170331
39000,1516,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:25:00,3.043,0.0,8.741,31.02,Money,20170331,1516no city20170331
39000,1514,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:25:00,3.05,0.0,28.177,100.0,Credit Card,20170331,1514no city20170331
39000,1516,Brandon Martin,Lubricant,Lubricant,Customer not informed,No City,2017-03-31 13:25:00,14.946,0.0,1.0,25.0,Money,20170331,1516no city20170331
39000,1517,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:27:00,3.05,0.0,28.177,100.0,Money,20170331,1517no city20170331
39000,1517,Rodney Patton,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:27:00,3.05,0.0,2.818,10.0,Money,20170331,1517no city20170331
39000,1517,Rodney Patton,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:27:00,3.05,0.0,5.636,20.0,Money,20170331,1517no city20170331
39000,1517,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:27:00,3.05,0.0,3.43,12.17,Money,20170331,1517no city20170331
39000,1517,Rodney Patton,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:27:00,3.05,0.0,1.973,7.0,Money,20170331,1517no city20170331
39000,1519,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:28:00,3.05,0.0,14.089,50.0,Money,20170331,1519no city20170331
39000,1518,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:28:00,3.05,0.0,9.862,35.0,Money,20170331,1518no city20170331
39000,1522,Curtis Newman,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.043,0.0,51.00100000000001,181.0,Credit Card,20170331,1522no city20170331
39000,1521,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.05,0.0,14.089,50.0,Money,20170331,1521no city20170331
39000,1521,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.043,0.0,2.818,10.0,Money,20170331,1521no city20170331
39000,1521,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.043,0.0,2.818,10.0,Money,20170331,1521no city20170331
39000,1521,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.043,0.0,7.045,25.0,Money,20170331,1521no city20170331
39000,1521,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.043,0.0,33.821,120.03,Money,20170331,1521no city20170331
39000,1520,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.05,0.0,19.724,70.0,Money,20170331,1520no city20170331
39000,1520,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:29:00,3.05,0.0,2.818,10.0,Money,20170331,1520no city20170331
39000,1523,Curtis Newman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:32:00,2.51,0.0,53.591,150.0,Money,20170331,1523no city20170331
39000,1525,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:33:00,3.043,0.0,28.177,100.0,Debit Card,20170331,1525no city20170331
39000,1524,Rodney Patton,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:33:00,3.05,0.0,28.177,100.0,Money,20170331,1524no city20170331
39000,1527,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:34:00,3.05,0.0,45.089,160.02,Credit Card,20170331,1527no city20170331
39000,1529,Terri Tran,Diesel Auto Clean,Fuel,Rex Rodriguez,Agririe,2017-03-31 13:35:00,2.56,0.0,72.852,209.01,Credit Card,20170331,1529agririe20170331
39000,1528,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:35:00,3.043,0.0,11.270999999999999,40.0,Money,20170331,1528no city20170331
39000,1530,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:36:00,3.05,0.0,47.062,167.02,Debit Card,20170331,1530no city20170331
39000,1533,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:37:00,3.043,0.0,8.454,30.0,Money,20170331,1533no city20170331
39000,1533,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:37:00,3.05,0.0,14.089,50.0,Money,20170331,1533no city20170331
39000,1533,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:37:00,3.05,0.0,5.636,20.0,Money,20170331,1533no city20170331
39000,1533,Curtis Newman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:37:00,2.51,0.0,53.591,150.0,Money,20170331,1533no city20170331
39000,1533,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:37:00,3.043,0.0,16.907,60.0,Money,20170331,1533no city20170331
39000,1534,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:38:00,3.05,0.0,44.292,157.19,Credit Card,20170331,1534no city20170331
39000,1535,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:39:00,3.05,0.0,62.562,222.03,Debit Card,20170331,1535no city20170331
39000,1536,Curtis Newman,Special Diesel,Fuel,Fannie Wong,Agririe,2017-03-31 13:40:00,2.51,0.0,17.864,50.0,Money,20170331,1536agririe20170331
39000,1538,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:41:00,3.05,0.0,14.089,50.0,Money,20170331,1538no city20170331
39000,1537,Curtis Newman,Special Diesel,Fuel,Elizabeth Kelly,Agririe,2017-03-31 13:41:00,2.51,0.0,42.88,120.02,Debit Card,20170331,1537agririe20170331
39000,1539,Brandon Martin,Gasoline,Fuel,Meghan Howell,Wadena,2017-03-31 13:42:00,3.043,0.0,48.47,174.73,Credit Card,20170331,1539wadena20170331
39000,1542,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:43:00,3.05,0.0,36.631,130.0,Credit Card,20170331,1542no city20170331
39000,1544,Rodney Patton,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:44:00,3.043,0.0,15.081,53.52,Debit Card,20170331,1544no city20170331
39000,1543,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:44:00,3.05,0.0,11.270999999999999,40.0,Debit Card,20170331,1543no city20170331
39000,1546,Devin Copeland,Special Gasoline,Fuel,Freddie Burton,Agririe,2017-03-31 13:45:00,3.05,0.0,34.9,123.86,Debit Card,20170331,1546agririe20170331
39000,1547,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:46:00,3.05,0.0,16.907,60.0,Money,20170331,1547no city20170331
39000,1547,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:46:00,3.05,0.0,5.636,20.0,Money,20170331,1547no city20170331
39000,1547,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:46:00,3.05,0.0,7.045,25.0,Money,20170331,1547no city20170331
39000,1547,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:46:00,3.05,0.0,7.045,25.0,Money,20170331,1547no city20170331
39000,1547,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:46:00,3.05,0.0,2.818,10.0,Money,20170331,1547no city20170331
39000,1548,Terri Tran,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:47:00,3.043,0.0,28.177,100.0,Debit Card,20170331,1548no city20170331
39000,1550,Devin Copeland,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:48:00,3.043,0.0,14.089,50.0,Money,20170331,1550no city20170331
39000,1549,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:48:00,3.05,0.0,28.191999999999997,100.05,Credit Card,20170331,1549no city20170331
39000,1552,Rodney Patton,Gasoline,Fuel,Meghan Howell,Wadena,2017-03-31 13:50:00,3.043,0.0,10.0,36.05,Credit Card,20170331,1552wadena20170331
39000,1551,Rodney Patton,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 13:50:00,2.56,0.0,44.542,127.79,Credit Card,20170331,1551no city20170331
39000,1553,Rodney Patton,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:52:00,3.043,0.0,4.999,17.74,Credit Card,20170331,1553no city20170331
39000,1553,Rodney Patton,Lubricant,Lubricant,Customer not informed,No City,2017-03-31 13:52:00,1.452,0.0,1.0,3.25,Credit Card,20170331,1553no city20170331
39000,1556,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:53:00,3.043,0.0,5.636,20.0,Money,20170331,1556no city20170331
39000,1555,Guy Rivera,Gasoline,Fuel,Orlando Mendoza,Agririe,2017-03-31 13:53:00,3.043,0.0,14.089,50.0,Extended payment plan/ In installments,20170331,1555agririe20170331
39000,1556,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:53:00,3.05,0.0,4.227,15.0,Money,20170331,1556no city20170331
39000,1556,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:53:00,3.05,0.0,16.907,60.0,Money,20170331,1556no city20170331
39000,1556,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:53:00,3.043,0.0,4.227,15.0,Money,20170331,1556no city20170331
39000,1557,Rodney Patton,Ethanol,Fuel,Customer not informed,No City,2017-03-31 13:54:00,2.938,0.0,5.002,15.5,Debit Card,20170331,1557no city20170331
39000,1558,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:54:00,3.043,0.0,8.454,30.0,Money,20170331,1558no city20170331
39000,1558,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:54:00,3.043,0.0,4.227,15.0,Money,20170331,1558no city20170331
39000,1558,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:54:00,3.05,0.0,5.636,20.0,Money,20170331,1558no city20170331
39000,1558,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:54:00,3.05,0.0,14.089,50.0,Money,20170331,1558no city20170331
11848000,1069,Laverne Ray,Gasoline,Fuel,Barry Barrett,Ruwell,2017-03-31 13:55:00,2.95,0.0,69.626,236.66,Extended payment plan/ In installments,20170331,1069ruwell20170331
39000,1560,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:55:00,3.05,0.0,30.721999999999998,109.03,Money,20170331,1560no city20170331
39000,1561,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:56:00,3.05,0.0,2.818,10.0,Money,20170331,1561no city20170331
39000,1561,Curtis Newman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 13:56:00,2.51,0.0,17.864,50.0,Money,20170331,1561no city20170331
39000,1561,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 13:56:00,3.043,0.0,9.862,35.0,Money,20170331,1561no city20170331
39000,1563,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:01:00,3.05,0.0,63.401,225.01,Debit Card,20170331,1563no city20170331
39000,1564,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:01:00,3.05,0.0,43.68,155.02,Check,20170331,1564no city20170331
39000,1565,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:02:00,3.05,0.0,8.454,30.0,Money,20170331,1565no city20170331
39000,1565,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:02:00,3.05,0.0,5.636,20.0,Money,20170331,1565no city20170331
39000,1566,Terri Tran,Lubricant,Lubricant,Customer not informed,No City,2017-03-31 14:03:00,7.721,0.0,1.0,13.0,Debit Card,20170331,1566no city20170331
39000,1566,Terri Tran,Lubricant,Lubricant,Customer not informed,No City,2017-03-31 14:03:00,7.721,0.0,1.0,13.0,Debit Card,20170331,1566no city20170331
39000,1566,Terri Tran,Cigarettes,Cigarettes,Customer not informed,No City,2017-03-31 14:03:00,7.994,0.0,1.0,9.0,Debit Card,20170331,1566no city20170331
39000,1566,Terri Tran,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 14:03:00,2.51,0.0,71.455,200.0,Debit Card,20170331,1566no city20170331
39000,1567,Rodney Patton,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:04:00,3.043,0.0,14.089,50.0,Debit Card,20170331,1567no city20170331
39000,1568,Lance West,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 14:05:00,2.51,0.0,17.864,50.0,Money,20170331,1568no city20170331
39000,1569,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:06:00,3.05,0.0,45.089,160.02,Debit Card,20170331,1569no city20170331
39000,1570,Lester Zimmerman,Gasoline,Fuel,Troy Keller,Agririe,2017-03-31 14:07:00,3.043,0.0,8.454,30.0,Money,20170331,1570agririe20170331
39000,1572,Salvador Mccormick,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:08:00,3.05,0.0,14.089,50.0,Money,20170331,1572no city20170331
39000,1573,Rosie Mullins,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:09:00,3.043,0.0,11.270999999999999,40.0,Credit Card,20170331,1573no city20170331
39000,1574,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:10:00,3.05,0.0,28.177,100.0,Money,20170331,1574no city20170331
39000,1575,Rodney Patton,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:12:00,3.05,0.0,11.581,41.1,Money,20170331,1575no city20170331
39000,1578,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:14:00,3.05,0.0,28.177,100.0,Credit Card,20170331,1578no city20170331
39000,1580,Jeannette Norman,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 14:15:00,2.56,0.0,26.142,75.0,Money,20170331,1580no city20170331
39000,1582,Jeannette Norman,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 14:17:00,2.56,0.0,17.428,50.0,Credit Card,20170331,1582no city20170331
39000,1582,Jeannette Norman,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 14:17:00,2.56,0.0,17.428,50.0,Credit Card,20170331,1582no city20170331
39000,1582,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:17:00,3.05,0.0,14.089,50.0,Credit Card,20170331,1582no city20170331
39000,1583,Rodney Patton,Accessories,Accessories,Horace Harvey,Sluotol,2017-03-31 14:18:00,6.888,0.0,1.0,11.5,Pre-paid check / Pre- date check,20170331,1583sluotol20170331
39000,1583,Jeannette Norman,Diesel Auto Clean,Fuel,Horace Harvey,Sluotol,2017-03-31 14:18:00,2.56,0.0,62.74,180.0,Pre-paid check / Pre- date check,20170331,1583sluotol20170331
39000,1584,Donna Bailey,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:18:00,3.043,0.0,5.642,20.02,Money,20170331,1584no city20170331
39000,1585,Devin Copeland,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:19:00,3.043,0.0,45.089,160.02,Money,20170331,1585no city20170331
39000,1586,Jeannette Norman,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 14:19:00,2.56,0.0,4.999,14.34,Credit Card,20170331,1586no city20170331
39000,1587,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:19:00,3.05,0.0,36.301,128.83,Credit Card,20170331,1587no city20170331
39000,1588,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:20:00,3.05,0.0,14.089,50.0,Credit Card,20170331,1588no city20170331
39000,1589,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:21:00,3.05,0.0,28.177,100.0,Money,20170331,1589no city20170331
39000,1591,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:22:00,3.05,0.0,28.177,100.0,Money,20170331,1591no city20170331
39000,1592,Rodney Patton,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 14:23:00,2.56,0.0,34.856,100.0,Money,20170331,1592no city20170331
39000,1593,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:23:00,3.05,0.0,28.177,100.0,Credit Card,20170331,1593no city20170331
39000,1594,Jeannette Norman,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:23:00,3.043,0.0,5.636,20.0,Money,20170331,1594no city20170331
39000,1592,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:23:00,3.05,0.0,12.68,45.0,Money,20170331,1592no city20170331
39000,1596,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:24:00,3.05,0.0,28.177,100.0,Credit Card,20170331,1596no city20170331
39000,1598,Devin Copeland,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:25:00,3.043,0.0,28.177,100.0,Debit Card,20170331,1598no city20170331
39000,1597,Rosie Mullins,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:25:00,3.043,0.0,28.177,100.0,Money,20170331,1597no city20170331
39000,1597,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:25:00,3.043,0.0,2.818,10.0,Money,20170331,1597no city20170331
39000,1601,Donna Bailey,Filters,Filters,Leona Harrison,Agririe,2017-03-31 14:27:00,13.23,0.0,1.0,21.0,Money,20170331,1601agririe20170331
39000,1601,Donna Bailey,Lubricant,Lubricant,Leona Harrison,Agririe,2017-03-31 14:27:00,6.605,0.0,1.0,14.0,Money,20170331,1601agririe20170331
39000,1599,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 14:27:00,3.05,0.0,16.907,60.0,Credit Card,20170331,1599no city20170331
39000,1600,Delores Richards,Ethanol,Fuel,Customer not informed,No City,2017-03-31 14:27:00,2.938,0.0,16.135,50.0,Money,20170331,1600no city20170331
39000,1601,Donna Bailey,Lubricant,Lubricant,Leona Harrison,Agririe,2017-03-31 14:27:00,14.946,0.0,3.0,75.0,Money,20170331,1601agririe20170331
39000,2583,Salvador Mccormick,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:00:00,3.05,0.0,48.748999999999995,173.01,Credit Card,20170331,2583no city20170331
39000,2587,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:03:00,3.05,0.0,1.409,5.0,Money,20170331,2587no city20170331
39000,2587,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:03:00,3.05,0.0,2.8289999999999997,10.04,Money,20170331,2587no city20170331
39000,2587,Jeffery Dennis,Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:03:00,3.043,0.0,1.409,5.0,Money,20170331,2587no city20170331
39000,2587,Lance West,Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:03:00,3.043,0.0,2.818,10.0,Money,20170331,2587no city20170331
39000,2588,Lance West,Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:04:00,3.043,0.0,14.089,50.0,Money,20170331,2588no city20170331
39000,2590,Guy Rivera,Ethanol,Fuel,Customer not informed,No City,2017-03-31 15:05:00,2.938,0.0,32.269,100.0,Money,20170331,2590no city20170331
39000,2591,Rosie Mullins,Diesel Auto Clean,Fuel,Jeanne Price,Agririe,2017-03-31 15:06:00,2.56,0.0,50.492,144.86,Credit Card,20170331,2591agririe20170331
39000,2592,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:07:00,3.05,0.0,9.862,35.0,Money,20170331,2592no city20170331
39000,2592,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:07:00,3.05,0.0,14.089,50.0,Money,20170331,2592no city20170331
39000,2592,Devin Copeland,Ethanol,Fuel,Customer not informed,No City,2017-03-31 15:07:00,2.938,0.0,6.454,20.0,Money,20170331,2592no city20170331
39000,2592,Lance West,Ethanol,Fuel,Customer not informed,No City,2017-03-31 15:07:00,2.938,0.0,16.135,50.0,Money,20170331,2592no city20170331
39000,2592,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:07:00,3.05,0.0,8.454,30.0,Money,20170331,2592no city20170331
39000,2594,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:08:00,3.05,0.0,36.631,130.0,Money,20170331,2594no city20170331
39000,2593,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:08:00,3.05,0.0,13.48,47.84,Money,20170331,2593no city20170331
39000,2594,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:08:00,3.05,0.0,19.724,70.0,Money,20170331,2594no city20170331
39000,2594,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:08:00,3.05,0.0,3.945,14.0,Money,20170331,2594no city20170331
39000,2594,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:08:00,3.05,0.0,14.089,50.0,Money,20170331,2594no city20170331
39000,2595,Jeffery Dennis,Gasoline,Fuel,Meghan Howell,Wadena,2017-03-31 15:09:00,3.043,0.0,46.909,169.11,Credit Card,20170331,2595wadena20170331
39000,2596,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 15:10:00,3.05,0.0,26.500999999999998,94.05,Money,20170331,2596no city20170331
